id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
128,Charlotte Mash,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
129,Charlotte Corn Starch,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
130,Charlotte Compo,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
131,Charlotte Laurin,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
132,Charlotte Mozart,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
133,Charlotte Marnier,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
134,Charlotte High-Fat,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
135,Charlotte Tablet,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
136,Charlotte Citron,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
137,Charlotte Cannelle,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
138,Charlotte Saint-Marc,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
139,Charlotte Basans,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
140,Charlotte Mélisée,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
141,Charlotte Dacquoise,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
142,Charlotte Poire,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
143,Charlotte Bavarois,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
144,Charlotte Prim,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
145,Charlotte Kanten,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
146,Charlotte Kato,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
147,Charlotte Montb,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
148,Charlotte Chiboust,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
149,Charlotte Mobile,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
150,Charlotte Marble,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
151,Charlotte Mucre,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
152,Charlotte Mapple,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
153,Charlotte Brownie,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
154,Charlotte Joconde,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
155,Charlotte Raisin,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
156,Charlotte Panna,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
157,Charlotte Mascarpone,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
158,Charlotte Joscarpone,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
159,Charlotte Yu Yuan,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
160,Charlotte Newichi,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
161,Charlotte Newji,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
162,Charlotte Newsan,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
163,Charlotte Newshi,0,Big Mom's crew,Fruit of the Mix,living,Officer,Sim,Não tem recompensa,Sem recompensa
164,Charlotte Newgo,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
165,Charlotte Muscade,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
166,Charlotte Muscadia,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
167,Charlotte Muscadelle,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
168,Charlotte Muscadine,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
169,Charlotte Muscadette,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
170,Charlotte Nougat,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
171,Charlotte Anglais,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
172,Charlotte Wafers,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
173,Charlotte Wiro,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
174,Charlotte De-Chat,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
175,Charlotte Normande,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
176,Charlotte Dolce,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
177,Charlotte Dragée,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
178,Charlotte Anana,0,Big Mom's crew,Não tem,living,Officer,Sim,Não tem recompensa,Sem recompensa
179,Pekoms,330000000,Big Mom's crew,Turtle Fruit,living,Fighter,Sim,330 milhão(ões) de berries,Milhões
180,Delœuf,429000000,Big Mom's crew,Fruit of the Egg,living,Fighter,Sim,429 milhão(ões) de berries,Milhões
181,Boddin,155000000,Big Mom's crew,Não tem,living,Fighter,Sim,155 milhão(ões) de berries,Milhões
182,Streusen,0,Big Mom's crew,Fruit of the Cook,living,Cook,Sim,Não tem recompensa,Sem recompensa
183,Prométhée,0,Big Mom's crew,Não tem,living,Homie,Sim,Não tem recompensa,Sem recompensa
184,Napoléon,0,Big Mom's crew,Não tem,living,Homie,Sim,Não tem recompensa,Sem recompensa
185,Héra,0,Big Mom's crew,Não tem,living,Homie,Sim,Não tem recompensa,Sem recompensa
186,Kingbaum,0,Big Mom's crew,Não tem,Morto,Homie,Sim,Não tem recompensa,Sem recompensa
187,Kaido,4611100000,The Hundred Beasts crew,"Fruit of the Fish, Azure Dragon version",living,Captain,Sim,5 bilhão(ões) de berries,Bilhões
188,King,1390000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pteranodon version",living,Superstar,Sim,1 bilhão(ões) de berries,Bilhões
189,Queen,1320000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Brachiosaurus version",living,Superstar,Sim,1 bilhão(ões) de berries,Bilhões
190,Jack,1000000000,The Hundred Beasts crew,"Fruit of the Pachyderm, Mammoth version",living,Superstar,Sim,1 bilhão(ões) de berries,Bilhões
191,Page One,290000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Spinosaurus version",living,Tobi Roppo,Sim,290 milhão(ões) de berries,Milhões
192,Ulti,400000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pachycephalosaurus version",living,Tobi Roppo,Sim,400 milhão(ões) de berries,Milhões
193,Who’s Who,546000000,The Hundred Beasts crew,"Fruit du Félin, saber-toothed tiger version",living,Tobi Roppo,Sim,546 milhão(ões) de berries,Milhões
194,Black Maria,480000000,The Hundred Beasts crew,"Spider fruit, Rosamygale grauvogeli version",living,Tobi Roppo,Sim,480 milhão(ões) de berries,Milhões
195,Sasaki,472000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Triceratops version",living,Tobi Roppo,Sim,472 milhão(ões) de berries,Milhões
196,Sheep’s Head,0,The Hundred Beasts crew,Sheep SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
197,Basil Hawkins,320000000,The Hundred Beasts crew,Fruit de la Paille,living,Vedette,Sim,320 milhão(ões) de berries,Milhões
198,Holdem,0,The Hundred Beasts crew,Lion SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
199,Speed,0,The Hundred Beasts crew,Horse SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
200,Trouduc,0,The Hundred Beasts crew,SMILE of the scorpion,living,Vedette,Sim,Não tem recompensa,Sem recompensa
201,Pouilleux,0,The Hundred Beasts crew,SMILE of the elephant,living,Vedette,Sim,Não tem recompensa,Sem recompensa
202,Solitaire,0,The Hundred Beasts crew,Monkey SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
203,Bao Huang,0,The Hundred Beasts crew,Flying Squirrel SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
204,Ginrummy,0,The Hundred Beasts crew,Não tem,living,Vedette,Sim,Não tem recompensa,Sem recompensa
205,Plouf,0,The Hundred Beasts crew,Hippopotamus SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
206,Briscola,0,The Hundred Beasts crew,Gorilla SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
207,Fourtricks,0,The Hundred Beasts crew,SMILE du coq,living,Vedette,Sim,Não tem recompensa,Sem recompensa
208,Hamlet,0,The Hundred Beasts crew,Giraffe SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
209,Mizerka,0,The Hundred Beasts crew,Gorilla SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
210,Poker,0,The Hundred Beasts crew,Rattlesnake SMILE,living,Vedette,Sim,Não tem recompensa,Sem recompensa
211,Batman,0,The Hundred Beasts crew,Bat SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
212,Gazelleman,0,The Hundred Beasts crew,SMILE de gazelle,living,Gifters,Sim,Não tem recompensa,Sem recompensa
213,Mouseman,0,The Hundred Beasts crew,Mouse SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
214,Snakeman,0,The Hundred Beasts crew,SMILE of snake,living,Gifters,Sim,Não tem recompensa,Sem recompensa
215,Rabitman,0,The Hundred Beasts crew,Rabbit SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
216,Sarehebi,0,The Hundred Beasts crew,SMILE of snake,living,Gifters,Sim,Não tem recompensa,Sem recompensa
217,Alpagaman,0,The Hundred Beasts crew,SMILE from alpaca,living,Gifters,Sim,Não tem recompensa,Sem recompensa
218,Tatouman,0,The Hundred Beasts crew,Armadillo SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
219,Dachoman,0,The Hundred Beasts crew,Ostrich SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
220,Tenjo-Sagari,0,The Hundred Beasts crew,SMILE of the white snake,living,Gifters,Sim,Não tem recompensa,Sem recompensa
221,Caimanlady,0,The Hundred Beasts crew,Caiman SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
222,Nuré-Onna,0,The Hundred Beasts crew,SMILE of the scorpion,living,Gifters,Sim,Não tem recompensa,Sem recompensa
223,Wa-Nyudo,0,The Hundred Beasts crew,Pug SMILE,living,Gifters,Sim,Não tem recompensa,Sem recompensa
224,Inbi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
225,Fuga,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
226,Zanki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
227,Jaki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
228,Goki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
229,Rokki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
230,Nangi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
231,Hacha,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
232,Kunyun,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
233,Juki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,Não tem recompensa,Sem recompensa
234,Fukurokuju,0,The Hundred Beasts crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
235,Daikoku,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
236,Hanzo,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
237,Sarutobi,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
238,Kazekage,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
239,Jigoku Benten,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
240,Fujin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
241,Raijin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
242,Bishamon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
243,Tohomé,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
244,Yazaémon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
245,Hotei,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
246,Scratchmen Apoo,0,The Hundred Beasts crew,Fruit of the Sound,living,Informer,Sim,Não tem recompensa,Sem recompensa
247,Marchall D. Teach / Barbe Noire,2247600000,Blackbeard's crew,Fruit of Darkness,living,Pirate,Sim,2 bilhão(ões) de berries,Bilhões
248,Jesus Burgess,20000000,Blackbeard's crew,Fruit of strength,living,Admiral ship's captain,Sim,20 milhão(ões) de berries,Milhões
249,Shiliew,0,Blackbeard's crew,Fruit of Invisibility,living,Commander 2nd Ship,Sim,Não tem recompensa,Sem recompensa
250,Van Auger,64000000,Blackbeard's crew,Fruit of teleportation,living,Commander 3rd Ship,Sim,64 milhão(ões) de berries,Milhões
251,Avalo Pizarro,0,Blackbeard's crew,Island fruit,living,Commander 4th Ship,Sim,Não tem recompensa,Sem recompensa
252,Lafitte,42200000,Blackbeard's crew,Não tem,living,Commander 5th Ship,Sim,42 milhão(ões) de berries,Milhões
253,Catarina Devon,0,Blackbeard's crew,"Fruit of the Canidae, Nine-tailed Fox version",living,Commander 6th Ship,Sim,Não tem recompensa,Sem recompensa
254,Sanjuan Wolf,0,Blackbeard's crew,The fruit of gigantism,living,Commander 7th Ship,Sim,Não tem recompensa,Sem recompensa
255,Vasco Shot,0,Blackbeard's crew,Fruit of the Gobbledygook,living,Commander 8th Ship,Sim,Não tem recompensa,Sem recompensa
256,Doc Q,72000000,Blackbeard's crew,Fruit of the disease,living,Commander 9th Ship,Sim,72 milhão(ões) de berries,Milhões
257,Barbe Rose,52000000,Blackbeard's crew,Não tem,living,,Sim,52 milhão(ões) de berries,Milhões
258,Gol D. Roger,5564800000,The Pirates Roger crew,Não tem,Morto,Captain,Sim,6 bilhão(ões) de berries,Bilhões
259,Silvers Rayleigh,0,The Pirates Roger crew,Não tem,living,Right-hand man,Sim,Não tem recompensa,Sem recompensa
260,Scopper Gaban,0,The Pirates Roger crew,Não tem,living,Carpenter,Sim,Não tem recompensa,Sem recompensa
261,Seagull Guns Nozdon,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
262,Taro,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
263,Dringo,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
264,Sanjuan Wolf,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
265,Millet Pine,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
266,Ganryu,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
267,CB Galant,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
268,Donquino,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
269,Mr Momora,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
270,Moon Isaac Jr.,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
271,Yui,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
272,Rangram,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
273,Colonel Mugren,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
274,Max Marks,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
275,Spencer,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
276,Bankro,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
277,Blumarine,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
278,Elio,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
279,Rowing,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
280,Jacsonbaner,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
281,Yamon,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
282,Arlong,20000000,The Arlong crew,Não tem,living,Captain,Não,20 milhão(ões) de berries,Milhões
283,Kuroobi,9000000,The Arlong crew,Não tem,living,Lieutenant,Não,9 milhão(ões) de berries,Milhões
284,Smack,5500000,The Arlong crew,Não tem,living,Lieutenant,Não,6 milhão(ões) de berries,Milhões
285,Yorki,0,The Rumbar crew,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
286,Madaisky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
287,Mawaritovsky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
288,Sarquiss,38000000,Equipage de Bellamy,Não tem,Morto,,Não,38 milhão(ões) de berries,Milhões
289,Edward Newgate / Barbe Blanche,5046000000,Whitebeard's crew,Fruit of Trembling,Morto,Captain,Sim,5 bilhão(ões) de berries,Bilhões
290,Portgas D. Ace,550000000,Whitebeard's crew,Pyro-Fruit,Morto,Commander 2nd Ship,Sim,550 milhão(ões) de berries,Milhões
291,Diamond Joz,0,Whitebeard's crew,Sparkling Fruit,living,Commander 3rd Ship,Sim,Não tem recompensa,Sem recompensa
292,Thatch,0,Whitebeard's crew,Não tem,Morto,Commander 4th Ship,Sim,Não tem recompensa,Sem recompensa
293,Vista,0,Whitebeard's crew,Não tem,living,Commander 5th Ship,Sim,Não tem recompensa,Sem recompensa
294,Blamenco,0,Whitebeard's crew,Fruit de la Poche,living,Commander 6th Ship,Sim,Não tem recompensa,Sem recompensa
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Commander 7th Ship,Sim,Não tem recompensa,Sem recompensa
296,Blenheim,0,Whitebeard's crew,Não tem,living,Commander 9th Ship,Sim,Não tem recompensa,Sem recompensa
297,Curiel,0,Whitebeard's crew,Não tem,living,Commander 10th Ship,Sim,Não tem recompensa,Sem recompensa
298,Kingdew,0,Whitebeard's crew,Não tem,living,Commander 11th Ship,Sim,Não tem recompensa,Sem recompensa
299,Haruta,0,Whitebeard's crew,Não tem,living,Commander 12th Ship,Sim,Não tem recompensa,Sem recompensa
300,Atmos,0,Whitebeard's crew,Não tem,living,Commander 13th Ship,Sim,Não tem recompensa,Sem recompensa
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Commander 14th Ship,Sim,Não tem recompensa,Sem recompensa
302,Fossa,0,Whitebeard's crew,Não tem,living,Commander 15th Ship,Sim,Não tem recompensa,Sem recompensa
303,Izou,0,Whitebeard's crew,Não tem,Morto,Commander 16th Ship,Sim,Não tem recompensa,Sem recompensa
304,Doma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Subordinate,Sim,210 milhão(ões) de berries,Milhões
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Subordinate,Sim,550 milhão(ões) de berries,Milhões
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
310,A.O,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
311,Karma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
312,Elmy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
313,Ramba,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
315,Zodia,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
316,Palms,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
317,Bizarre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
318,Pavlik,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
319,Vitan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
320,Islewan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
321,Epoida,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
322,Kechatch,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
323,Choi,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
324,Arhur,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
325,Hangan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
326,Reforte,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
327,Andre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
328,Ninth,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
329,Blondie,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
331,Amadob,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
332,Baggaley,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
333,Wakkem,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
334,Brew,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
335,Brocca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
336,Rush,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
338,Zucca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
339,Cands,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
340,Kinga,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
341,Colscon,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
342,Agsilly,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
343,Julius,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
344,Happygun,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
345,Sleepy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Captain,Não,80 milhão(ões) de berries,Milhões
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Captain,Não,14 milhão(ões) de berries,Milhões
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,,Não,3 milhão(ões) de berries,Milhões
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Captain,Não,26 milhão(ões) de berries,Milhões
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
359,Dosun,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
360,Zeo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
361,Daruma,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
363,Hyozo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Fruit du Fil,living,Captain,Não,340 milhão(ões) de berries,Milhões
366,Trébol,99000000,Don Quixote's crew,Poisse-Poisse fruit,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
367,Diamante,99000000,Don Quixote's crew,Fruit of the Wind Thief,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
368,Pica,99000000,Don Quixote's crew,Fruit de la Caillasse,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Lieutenant-Chef,Não,Não tem recompensa,Sem recompensa
370,Sugar,0,Don Quixote's crew,Fruit du Joujou,living,Lieutenant of the Trebol Army,Não,Não tem recompensa,Sem recompensa
371,Jora,0,Don Quixote's crew,Fruit of Art,living,Lieutenant of the Trebol Army,Não,Não tem recompensa,Sem recompensa
