id,name,bounty,crew,fruit,status,job,emperor,fruit_image
615,Kelly Funk,57000000,Royaume de Mogalo,Jake Jake no Mi,living,Assassin,Não,https://images.api-onepiece.com/fruits/
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Assassin,Não,
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Sovereign,Não,
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Queen,Não,
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Princess,Não,
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,
623,Marco,1374000000,Sphinx,Tori Tori no Mi,living,Sphinx (doctor) / Command 1st Whitebeard Fleet,Não,https://images.api-onepiece.com/fruits/
624,Gan Forr,0,Skypiea,Não tem,living,God,Não,
625,Pierre,0,Skypiea,Uma Uma no Mi,living,Resident,Não,https://images.api-onepiece.com/fruits/
626,Conis,0,Skypiea,Não tem,living,Resident,Não,
627,Pagaya,0,Skypiea,Não tem,living,Resident,Não,
628,Amazon,0,Skypiea,Não tem,living,Resident,Não,
629,Chef Shandia,0,Skypiea,Não tem,living,Resident / Shandia tribe (chief),Não,
630,Wiper,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,
631,Kamakiri,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,
632,Braham,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,
633,Genbo,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,
634,Laki,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,
635,Aisa,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,
636,Nora,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,
637,Calgara,0,Skypiea,Não tem,Morto,Shandia tribe,Não,
638,Om,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Iron ordalia),Não,
639,Satori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Balloon Ordinary),Não,
640,Shura,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the ordination of sons),Não,
641,Yama,0,Skypiea,Não tem,living,Skypiea (exile) / Clan Ener (captain of the sacred guard),Não,
642,Hotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,
643,Kotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,
644,Haredas,0,Weatheria,Não tem,living,Resident,Não,
645,Neptune,0,Île des hommes-poissons,Não tem,living,Monarch,Não,
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Queen,Não,
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Princess,Não,
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não,
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não,
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Minister Sénestre,Não,
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Minister Dextre,Não,
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Owner Café des Sirènes,Não,
656,Keimi,0,Île des hommes-poissons,Não tem,living,Café des Sirènes employee,Não,
657,Pappag,0,Île des hommes-poissons,Não tem,living,"Founder / Designer of the ""Criminal"" brand",Não,
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Takoyaki merchant,Não,
659,Den,0,Île des hommes-poissons,Não tem,living,Carpenter,Não,
660,Ener,0,La lune,Goro Goro no Mi,living,Manager,Não,https://images.api-onepiece.com/fruits/
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Commander-in-Chief,Não,
662,Sabo,602000000,Armée Révolutionnaire,Mera Mera no Mi,living,Chief of Staff,Não,https://images.api-onepiece.com/fruits/a3a4f5f2d3b965e3836613b5d3036348.jpg
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Horu Horu no Mi,living,Command of troop G,Não,https://images.api-onepiece.com/fruits/
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""Septentrionale"" troop",Não,
665,Belo Betty,457000000,Armée Révolutionnaire,Kubu Kobu no Mi,living,"Commander of the ""Oriental"" troop",Não,https://images.api-onepiece.com/fruits/
666,Morley,293000000,Armée Révolutionnaire,Oshi Oshi no Mi,living,"Western"" troop commander",Não,https://images.api-onepiece.com/fruits/
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""southern"" troop",Não,
668,Inazuma,100000000,Armée Révolutionnaire,Choki Choki no Mi,living,"Sub-Commander of ""G"" Troop",Não,https://images.api-onepiece.com/fruits/
669,Canard,0,Armée Révolutionnaire,Não tem,living,"Commander of the ""Oriental"" troop",Não,
670,Koala,0,Armée Révolutionnaire,Não tem,living,Lieutenant,Não,
671,Hack,0,Armée Révolutionnaire,Não tem,living,Private,Não,
672,Zala,35000000,Anciens membres du Baroque Works,Toge Toge no Mi,living,Special Agent,Não,https://images.api-onepiece.com/fruits/dbeda9afbf6c54e261d6a61e3e081751.png
673,Bentham,32000000,Anciens membres du Baroque Works,Mane Mane no Mi,living,Special Agent,Não,https://images.api-onepiece.com/fruits/
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,
676,Lassou,0,Anciens membres du Baroque Works,Inu Inu no Mi moderu Dakkusufunto,living,Special Agent,Não,https://images.api-onepiece.com/fruits/
677,Drophy,14000000,Anciens membres du Baroque Works,Mogu Mogu no Mi,living,Special Agent,Não,https://images.api-onepiece.com/fruits/
678,Gemme,10000000,Anciens membres du Baroque Works,Bomu Bomu no Mi,living,Special Agent,Não,https://images.api-onepiece.com/fruits/89ffd8470e61c97800e850ffc3bfe5c5.png
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo Kilo no Mi,living,Special Agent,Não,https://images.api-onepiece.com/fruits/d11cc6067afe9f178c578d0871096bbd.png
680,Jabura,0,Anciens membres du Cipher Pol,Inu Inu no Mi moderu: Ōkami,living,Cipher Pol n°9,Não,https://images.api-onepiece.com/fruits/
681,Blueno,0,Anciens membres du Cipher Pol,Doa Doa no Mi,living,Cipher Pol n°9,Não,https://images.api-onepiece.com/fruits/
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,
684,Kalifa,0,Anciens membres du Cipher Pol,Awa Awa no Mi,living,Cipher Pol n°9,Não,https://images.api-onepiece.com/fruits/07ea2172d8a86e7db1b8355778a3ff92.png
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Hie Hie no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Colonel,Não,
689,Bellamy,195000000,Don Quixote's crew,Bane Bane no Mi,living,Private,Não,https://images.api-onepiece.com/fruits/
690,Bartholomew Kuma,296000000,Esclave,Nikyu Nikyu no Mi,living,Lieutenant,Não,https://images.api-onepiece.com/fruits/16cd53be2d987c15311b7f5e55deb3c2.png
691,César Clown,300000000,Punk Hazard,Gasu Gasu no Mi,living,,Não,https://images.api-onepiece.com/fruits/
692,Morgans,0,World Economic Journal,Tori Tori no Mi Moderu Arubatorosu,living,World Economic Journal (boss),Não,https://images.api-onepiece.com/fruits/
693,El Gorago,10000000,Sem tripulação,Goe Goe no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
694,Golass,8000000,Sem tripulação,Não tem,living,Captain,Não,
695,Tobio,0,Sem tripulação,Não tem,living,,Não,
696,Ganzo,0,Sem tripulação,Não tem,living,,Não,
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Captain,Não,
698,Bear King,11600000,The Trump Pirates crew,Kachi Kachi no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
699,Honey Queen,7800000,The Trump Pirates crew,Dero Dero no Mi,living,,Não,https://images.api-onepiece.com/fruits/
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,,Não,
701,Boo Jack,3200000,The Trump Pirates crew,Não tem,living,,Não,
702,Skunk One,6000000,The Trump Pirates crew,Não tem,living,,Não,
703,Borodo,0,Frères Voleurs,Não tem,living,,Não,
704,Akisu,0,Frères Voleurs,Não tem,living,,Não,
705,Bulter,14900000,Sem tripulação,Não tem,living,Earl Butler,Não,
706,Hotdog,4000000,Sem tripulação,Não tem,living,General Hotdog,Não,
707,Mobambi,0,Sem tripulação,Não tem,living,King,Não,
708,Heaby,4200000,Sem tripulação,Não tem,living,Chairman Heaby,Não,
709,Général Gasparde,95000000,Gasparde's crew,Ame Ame no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
710,Needless,57000000,Gasparde's crew,Não tem,living,,Não,
711,Biera,0,Gasparde's crew,Não tem,living,,Não,
712,Shuraiya Bascùd,0,Gasparde's crew,Não tem,living,,Não,
713,Adelle Bascùd,0,Gasparde's crew,Não tem,living,,Não,
714,Saga,0,Île d'Asuka,Não tem,living,,Não,
715,Toma,0,Île d'Asuka,Não tem,living,,Não,
716,Bismarck,0,Île d'Asuka,Não tem,living,,Não,
717,Boo Kong,0,Île d'Asuka,Não tem,living,,Não,
718,Maya,0,Île d'Asuka,Não tem,living,Priestess,Não,
719,Izaya,0,Île d'Asuka,Não tem,living,Priestess,Não,
720,Lacos,0,Île d'Asuka,Não tem,living,Chief Warrior,Não,
721,Omatsuri,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,
722,Lily Carnation,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,
723,Papa,0,Pirate au foyer,Não tem,unknown,Captain,Não,
724,Brief,0,Pirate Moustachus,Não tem,unknown,Captain,Não,
725,Ratchet,0,Île de Mecha,Não tem,living,Feudal lord,Não,
726,Honki,0,Île de Mecha,Não tem,living,Colonel,Não,
727,Maji,0,Île de Mecha,Não tem,living,General,Não,
728,Roba,0,Île de Mecha,Não tem,living,Resident,Não,
729,Musshul,0,Royaume maléfique de Black Drum,Noko Noko no Mi,living,Prince,Não,https://images.api-onepiece.com/fruits/
730,Scarlett,0,The crew of the Lion d'Or,Não tem,living,,Não,
731,Billy,0,The crew of the Lion d'Or,Não tem,living,,Não,
732,Xiao,0,The crew of the Lion d'Or,Não tem,living,,Não,
733,Schneider,0,The Schneider Pirates crew,Não tem,living,Captain,Não,
734,Buzz,0,The Schneider Pirates crew,Tori Tori no Mi moderu Washi,living,,Não,https://images.api-onepiece.com/fruits/
735,Zéphyr,0,Néo Marine,Não tem,Morto,Chef,Não,
736,Ain,0,Néo Marine,Modo Modo no Mi,living,Vice-Admiral,Não,https://images.api-onepiece.com/fruits/
737,Bins,0,Néo Marine,Mosa Mosa no Mi,living,Lieutenant,Não,https://images.api-onepiece.com/fruits/
738,Gild Tesoro,0,Gran Tesero,Gol Gol no Mi,living,Owner,Não,https://images.api-onepiece.com/fruits/
739,Baccarat,0,Gran Tesero,Raki Raki no Mi,living,Concierge,Não,https://images.api-onepiece.com/fruits/
740,Dice,0,Gran Tesero,Não tem,living,Dealer,Não,
741,Tanaka,0,Gran Tesero,Nuku Nuke no Mi,living,Safety Manager,Não,https://images.api-onepiece.com/fruits/
742,Carina,0,Gran Tesero,Não tem,living,Owner,Não,
743,Douglas Bullet,0,Sem tripulação,Gasha Gasha no Mi,living,,Não,https://images.api-onepiece.com/fruits/
744,Buena Festa,0,Sem tripulação,Não tem,living,,Não,
745,Ann,0,Sem tripulação,Bijo Bijo no Mi,living,,Não,https://images.api-onepiece.com/fruits/
746,Donald Moderate,0,Sem tripulação,Não tem,living,,Não,
747,Uta,0,Elegia,Não tem,living,Resident,Não,
748,Gordon,0,Elegia,Não tem,living,Resident,Não,
749,Tenguyama Hitetsu,0,Pays des Wa,Não tem,living,Blacksmith,Não,
750,Gion,0,Sem tripulação,Não tem,living,Vice-Admiral,Não,
751,Musshuru,0,Sem tripulação,Noko Noko no Mi,living,,Não,https://images.api-onepiece.com/fruits/
752,Apis,0,Sem tripulação,Não tem,living,,Não,
753,Bokuden,0,Sem tripulação,Não tem,living,,Não,
754,Orlombus,148000000,Fleet Yonta Maria,Não tem,living,Admiral,Não,
755,Macro,0,L'Équipage des Maquereaux,Não tem,living,Captain,Não,
756,Pudding Pudding,0,Marine,Não tem,Morto,Commodore,Não,
757,Pandaman,0,Sem tripulação,Não tem,unknown,Fighter,Não,
758,Zenny,0,Sem tripulação,Não tem,living,Loan shark,Não,
759,Wetton,14800000,Sem tripulação,Não tem,Morto,Mayor,Não,
760,Bigalo,14900000,Equipage de Bigalo,Não tem,Desconhecido,Outro,Não,
761,Végapunk,0,Sem tripulação,Nomi Nomi no Mi,living,Scientist,Não,https://images.api-onepiece.com/fruits/
762,Stronger,0,Blackbeard's crew,"Uma Uma no Mi, modèle Pégase",living,Doc Q's horse,Sim,https://images.api-onepiece.com/fruits/
763,Punk 01 - Shaka,0,Sem tripulação,Não tem,unknown,Vegapunk - the good,Não,
764,Punk 02 - Lilith,0,Sem tripulação,Não tem,living,Vegapunk - evil,Não,
765,Punk 03 - Edison,0,Sem tripulação,Não tem,living,Vegapunk - inventiveness,Não,
766,Punk 04 - Pythagoras,0,Sem tripulação,Não tem,living,Vegapunk - knowledge,Não,
767,Punk 05 - Atlas,0,Sem tripulação,Não tem,living,Vegapunk - violence,Não,
768,Punk 06 - York,0,Sem tripulação,Não tem,living,Vegapunk - envy,Não,
769,S-Snake,0,Sem tripulação,Mero Mero no Mi,living,Seraph-type pacifistas,Não,https://images.api-onepiece.com/fruits/
770,S-Hawk,0,Sem tripulação,Supa Supa no Mi,living,Seraph-type pacifistas,Não,https://images.api-onepiece.com/fruits/fbed871b2850a8feb187b5186a5a35ce.png
771,S-Bear,0,Sem tripulação,Nikyu Nikyu no Mi,living,Seraph-type pacifistas,Não,https://images.api-onepiece.com/fruits/16cd53be2d987c15311b7f5e55deb3c2.png
772,S-Shark,0,Sem tripulação,Sui Sui no Mi,living,Seraph-type pacifistas,Não,https://images.api-onepiece.com/fruits/
773,Karazu,0,Armée Révolutionnaire,Não tem,living,Captain,Não,
1,Monkey D Luffy,3000000000,The Chapeau de Paille crew,Gomu Gomu no Mi,Vivo,Captain,Sim,https://images.api-onepiece.com/fruits/5665e89442022d4c0e7684c650dc6d6b.png
2,Roronoa Zoro,320000000,The Chapeau de Paille crew,Não tem,living,Right-hand man,Sim,
3,Nami,66000000,The Chapeau de Paille crew,Não tem,living,Navigator,Sim,
4,Usopp,200000000,The Chapeau de Paille crew,Não tem,living,Sniper,Sim,
5,Sanji,330000000,The Chapeau de Paille crew,Não tem,living,Cook,Sim,
6,Tony-Tony Chopper,100,The Chapeau de Paille crew,Hito Hito no Mi,living,Doctor,Sim,https://images.api-onepiece.com/fruits/28c479a3d76524452745f40bde7a0c37.png
7,Nico Robin,130000000,The Chapeau de Paille crew,Hana Hana no Mi,living,Archaeologist,Sim,https://images.api-onepiece.com/fruits/5f82c2c5df83335a916f98dc3b09eade.png
8,Franky,94000000,The Chapeau de Paille crew,Não tem,living,Carpenter,Sim,
9,Brook,83000000,The Chapeau de Paille crew,Yomi Yomi no Mi,living,Musician,Sim,https://images.api-onepiece.com/fruits/56fc9cdf59bcd8a6e53b3e7c31e11005.png
10,Jinbe,438000000,The Chapeau de Paille crew,Não tem,living,Helmsman,Sim,
11,Zeus,0,The Chapeau de Paille crew,Não tem,living,Nami Arme,Sim,
12,Cavendish,330000000,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,
13,Suleiman,670000000,Armarda du Chapeau de Paille,Não tem,living,Fighter,Não,
14,Bartolomeo,200000000,Armarda du Chapeau de Paille,Bari Bari no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
15,Gambia,670000000,Armarda du Chapeau de Paille,Não tem,living,Advisor,Não,
16,Sai,210000000,Armarda du Chapeau de Paille,Não tem,living,13th Chief Commander,Não,
17,Boo,0,Armarda du Chapeau de Paille,Não tem,living,second-in-command,Não,
18,Baby 5,0,Armarda du Chapeau de Paille,Buki Buki no Mi,living,,Não,https://images.api-onepiece.com/fruits/
19,Ideo,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,
20,Blue Gilly,0,Armarda du Chapeau de Paille,Não tem,living,,Não,
21,Abdullah,0,Armarda du Chapeau de Paille,Não tem,living,,Não,
22,Jeet,0,Armarda du Chapeau de Paille,Não tem,living,,Não,
23,Léo,0,Armarda du Chapeau de Paille,Nui Nui no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
24,Kabu,0,Armarda du Chapeau de Paille,"Mushi Mushi no Mi, Moderu Kabutomushi",living,,Não,https://images.api-onepiece.com/fruits/
25,Bee Anne,0,Armarda du Chapeau de Paille,"Mushi Mushi no Mi, Moderu Suzumebachi",living,,Não,https://images.api-onepiece.com/fruits/
26,Hajrudin,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,
27,Stansen,0,Armarda du Chapeau de Paille,Não tem,living,Carpenter,Não,
28,Road,0,Armarda du Chapeau de Paille,Não tem,living,Browser,Não,
29,Goldberg,0,Armarda du Chapeau de Paille,Não tem,living,Cook,Não,
30,Gerd,0,Armarda du Chapeau de Paille,Não tem,living,Doctor,Não,
31,Orlumbus,148000000,Armarda du Chapeau de Paille,Não tem,living,Admiral,Não,
32,Baggy / Le Clown,150000000,Baggy's Delivery,Bara Bara no Mi,living,Chairman,Não,https://images.api-onepiece.com/fruits/ce8729339b41da72e8e0f81dd7f71eee.png
33,Alvida,5000000,Baggy's Delivery,Sube Sube no Mi,living,,Não,https://images.api-onepiece.com/fruits/8eb2a1bcdebacd9077ce4881a2493e2d.png
34,Galdino,24000000,Baggy's Delivery,Doru Doru no Mi,living,,Não,https://images.api-onepiece.com/fruits/79c5de9660c570daf6e43b8c14df7ef6.png
35,Morge,0,Baggy's Delivery,Não tem,living,,Não,
36,Cabaji,0,Baggy's Delivery,Não tem,living,,Não,
37,Kuro,16000000,The Black Cat crew,Não tem,living,Captain,Não,
38,Sham,7000000,The Black Cat crew,Não tem,living,Officer,Não,
39,Buchi,7000000,The Black Cat crew,Não tem,living,Officer,Não,
40,Krieg / Don Krieg,17000000,Don Krieg's Pirate Armada,Não tem,living,Captain,Não,
41,Gyn,12000000,Don Krieg's Pirate Armada,Não tem,living,Vice-Admiral,Não,
42,Pearl,0,Don Krieg's Pirate Armada,Não tem,living,Captain (2nd Battalion),Não,
43,Montblanc Cricket,25000000,Primate League,Não tem,living,Commander-in-Chief,Não,
44,Masira,23000000,Primate League,Não tem,living,,Não,
45,Shojo,36000000,Primate League,Não tem,living,,Não,
46,Foxy,24000000,The Foxy crew,Noro Noro no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
47,Porché,0,The Foxy crew,Não tem,living,Fighter,Não,
48,Hamburg,0,The Foxy crew,Não tem,living,Fighter,Não,
49,Gecko Moria,320000000,Thriller Bark,Kage Kage no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/de5dadf8502878ee5354b1c952b74f8b.png
50,Hogback,0,Thriller Bark,Não tem,living,Mysterious Four,Não,
51,Absalom,0,Thriller Bark,Suke Suke no Mi,Morto,Mysterious Four,Não,https://images.api-onepiece.com/fruits/
52,Perona,0,Thriller Bark,Horo Horo no Mi,living,Mysterious Four,Não,https://images.api-onepiece.com/fruits/
53,Laura,24000000,The crew of the Rolling,Não tem,living,Captain,Não,
54,Trafalgar D. Water Law,500000000,The Hearth crew,Ope Ope no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/9e630a35c5acb817bfea06e65d72b661.png
55,Bepo,500,The Hearth crew,Não tem,living,Browser,Não,
56,Jean Bart,0,The Hearth crew,Não tem,living,,Não,
57,Shachi,0,The Hearth crew,Não tem,living,,Não,
58,Pingouin,0,The Hearth crew,Não tem,living,,Não,
59,Eustass Kidd,470000000,The Kid crew,Jiki Jiki no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/79014303ec2ac76ecdefdb8b19928fb9.png
60,Killer,200000000,The Kid crew,Não tem,living,Fighter,Não,
61,Heat,0,The Kid crew,Não tem,living,Fighter,Não,
62,Wire,0,The Kid crew,Não tem,living,Captain,Não,
63,Capone Bege,350000000,The Fire Tank crew,Shiro Shiro no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/0dfd5dd587490832579f7ea6e3384e92.png
64,Vito,95000000,The Fire Tank crew,Não tem,living,Advisor,Não,
65,Gotti,90000000,The Fire Tank crew,Não tem,living,Assassin,Não,
66,Charlotte Chiffon,0,The Fire Tank crew,Não tem,living,,Não,
67,Charlotte Pets,0,The Fire Tank crew,Não tem,living,,Não,
68,Jewelry Bonney,140000000,The Fire Tank crew,Não tem,living,Captain,Não,
69,Urouge,108000000,The crew of Les Moines Dépravés,Não tem,living,Captain,Não,
70,Boa Hancock,80000000,The Kuja Pirates crew,Mero Mero no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/
71,Boa Sandersonia,40000000,The Kuja Pirates crew,Hebi Hebi no Mi moderu: Anakonda,living,,Não,https://images.api-onepiece.com/fruits/
72,Boa Marigold,40000000,The Kuja Pirates crew,Hebi Hebi no Mi moderu: Kingu Kobura,living,,Não,https://images.api-onepiece.com/fruits/
73,Margaret,0,The Kuja Pirates crew,Não tem,living,,Não,
74,Shiki,0,The crew of the Lion d'Or,Fuwa Fuwa no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
75,Indigo,0,The crew of the Lion d'Or,Não tem,living,,Não,
76,Caribou,210000000,The Caribou crew,Numa Numa no Mi,living,Co-Captain,Não,https://images.api-onepiece.com/fruits/
77,Coribou,190000000,The Caribou crew,Não tem,living,Co-Captain,Não,
78,Ficher Tiger,230000000,The Sun Pirates crew,Não tem,Morto,Captain,Não,
79,Aladdin,0,The Sun Pirates crew,Não tem,living,Vice-Captain,Não,
80,Charlotte Praliné,0,The Sun Pirates crew,Não tem,living,,Não,
81,Dracule Mihawk,0,Sem tripulação,Não tem,living,,Não,
82,Crocodile,81000000,Sem tripulação,Não tem,living,,Não,
83,Das Bones,75000000,Sem tripulação,Não tem,living,,Não,
84,Edward Weeble,480000000,Sem tripulação,Não tem,living,,Não,
85,Shanks,4048900000,Le Roux crew,Não tem,living,Captain,Sim,
86,Ben Beckmann,0,Le Roux crew,Não tem,living,Vice-Captain,Sim,
87,Lucky Roo,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
88,Yassop,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
89,Limejuice,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
90,Bonk Punch,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
91,Monster,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
92,Building Snake,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
93,Hongo,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
94,Howling Dab,0,Le Roux crew,Não tem,living,Lieutenant,Sim,
95,Rockstar,94000000,Le Roux crew,Não tem,living,,Sim,
96,Charlotte Linlin / Big Mom,4388000000,Big Mom's crew,Soru Soru no Mi,living,Captain,Sim,https://images.api-onepiece.com/fruits/
97,Charlotte Dent-de-chien,1057000000,Big Mom's crew,Mochi Mochi no Mi,living,General Sucré,Sim,https://images.api-onepiece.com/fruits/
98,Charlotte Smoothie,932000000,Big Mom's crew,Uma Uma no Mi,living,General Sucré,Sim,https://images.api-onepiece.com/fruits/
99,Charlotte Cracker,860000000,Big Mom's crew,Bisu Bisu no Mi,living,General Sucré,Sim,https://images.api-onepiece.com/fruits/
100,Charlotte Slurp,700000000,Big Mom's crew,Pero Pero no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
101,Charlotte Daifuku,300000000,Big Mom's crew,Hoya Hoya no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
102,Charlotte Oven,300000000,Big Mom's crew,Netsu Netsu no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
103,Charlotte Amande,0,Big Mom's crew,Não tem,living,Lieutenant,Sim,
104,Charlotte Opéra,0,Big Mom's crew,Kuri Kuri no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
105,Charlotte Brûlée,0,Big Mom's crew,Mira Mira no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
106,Charlotte Mont d’Or,120000000,Big Mom's crew,Buku Buku no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
107,Charlotte Galette,0,Big Mom's crew,Bata Bata no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
108,Charlotte Snack,600000000,Big Mom's crew,Não tem,living,Lieutenant,Sim,
109,Charlotte Pudding,0,Big Mom's crew,Memo Memo no Mi,living,Lieutenant,Sim,https://images.api-onepiece.com/fruits/
110,Charlotte Flampée,0,Big Mom's crew,Não tem,living,Lieutenant,Sim,
111,Charlotte Compote,0,Big Mom's crew,Não tem,living,Officer,Sim,
112,Charlotte Mondé,0,Big Mom's crew,Não tem,living,Officer,Sim,
113,Charlotte Hachée,0,Big Mom's crew,Não tem,living,Officer,Sim,
114,Charlotte Effilée,0,Big Mom's crew,Não tem,living,Officer,Sim,
115,Charlotte Counter,0,Big Mom's crew,Não tem,living,Officer,Sim,
116,Charlotte Cadenza,0,Big Mom's crew,Não tem,living,Officer,Sim,
117,Charlotte Cabaletta,0,Big Mom's crew,Não tem,living,Officer,Sim,
118,Charlotte Gala,0,Big Mom's crew,Não tem,living,Officer,Sim,
119,Charlotte Angel,0,Big Mom's crew,Não tem,living,Officer,Sim,
120,Charlotte Crème,0,Big Mom's crew,Não tem,living,Officer,Sim,
121,Charlotte Zuccoto,0,Big Mom's crew,Não tem,living,Officer,Sim,
122,Charlotte Broyée,0,Big Mom's crew,Não tem,living,Officer,Sim,
123,Charlotte Nusstorte,0,Big Mom's crew,Não tem,living,Officer,Sim,
124,Charlotte Basskarte,0,Big Mom's crew,Não tem,living,Officer,Sim,
125,Charlotte Dosmarché,0,Big Mom's crew,Não tem,living,Officer,Sim,
126,Charlotte Noisette,0,Big Mom's crew,Não tem,living,Officer,Sim,
127,Charlotte Moscato,0,Big Mom's crew,Não tem,living,Officer,Sim,
128,Charlotte Mash,0,Big Mom's crew,Não tem,living,Officer,Sim,
129,Charlotte Corn Starch,0,Big Mom's crew,Não tem,living,Officer,Sim,
130,Charlotte Compo,0,Big Mom's crew,Não tem,living,Officer,Sim,
131,Charlotte Laurin,0,Big Mom's crew,Não tem,living,Officer,Sim,
132,Charlotte Mozart,0,Big Mom's crew,Não tem,living,Officer,Sim,
133,Charlotte Marnier,0,Big Mom's crew,Não tem,living,Officer,Sim,
134,Charlotte High-Fat,0,Big Mom's crew,Não tem,living,Officer,Sim,
135,Charlotte Tablet,0,Big Mom's crew,Não tem,living,Officer,Sim,
136,Charlotte Citron,0,Big Mom's crew,Não tem,living,Officer,Sim,
137,Charlotte Cannelle,0,Big Mom's crew,Não tem,living,Officer,Sim,
138,Charlotte Saint-Marc,0,Big Mom's crew,Não tem,living,Officer,Sim,
139,Charlotte Basans,0,Big Mom's crew,Não tem,living,Officer,Sim,
