id,name,bounty,crew,fruit,status,job,emperor
769,S-Snake,0,Sem tripulação,Passion fruit,living,Seraph-type pacifistas,Não
770,S-Hawk,0,Sem tripulação,Slashing Fruit,living,Seraph-type pacifistas,Não
771,S-Bear,0,Sem tripulação,Fruit of the Pads,living,Seraph-type pacifistas,Não
772,S-Shark,0,Sem tripulação,Fruit of the Barbotage,living,Seraph-type pacifistas,Não
773,Karazu,0,Armée Révolutionnaire,Não tem,living,Captain,Não
1,Monkey D Luffy,3000000000,The Chapeau de Paille crew,Gum-Gum Fruit,Vivo,Captain,Sim
2,Roronoa Zoro,320000000,The Chapeau de Paille crew,Não tem,living,Right-hand man,Sim
3,Nami,66000000,The Chapeau de Paille crew,Não tem,living,Navigator,Sim
4,Usopp,200000000,The Chapeau de Paille crew,Não tem,living,Sniper,Sim
5,Sanji,330000000,The Chapeau de Paille crew,Não tem,living,Cook,Sim
6,Tony-Tony Chopper,100,The Chapeau de Paille crew,Fruit of the Human,living,Doctor,Sim
7,Nico Robin,130000000,The Chapeau de Paille crew,Fruit Des Éclosions,living,Archaeologist,Sim
8,Franky,94000000,The Chapeau de Paille crew,Não tem,living,Carpenter,Sim
9,Brook,83000000,The Chapeau de Paille crew,Fruit of the Resurrection,living,Musician,Sim
10,Jinbe,438000000,The Chapeau de Paille crew,Não tem,living,Helmsman,Sim
11,Zeus,0,The Chapeau de Paille crew,Não tem,living,Nami Arme,Sim
12,Cavendish,330000000,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
13,Suleiman,670000000,Armarda du Chapeau de Paille,Não tem,living,Fighter,Não
14,Bartolomeo,200000000,Armarda du Chapeau de Paille,Fruit of the Barrier,living,Captain,Não
15,Gambia,670000000,Armarda du Chapeau de Paille,Não tem,living,Advisor,Não
16,Sai,210000000,Armarda du Chapeau de Paille,Não tem,living,13th Chief Commander,Não
17,Boo,0,Armarda du Chapeau de Paille,Não tem,living,second-in-command,Não
18,Baby 5,0,Armarda du Chapeau de Paille,Armo-Fruit,living,,Não
19,Ideo,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
20,Blue Gilly,0,Armarda du Chapeau de Paille,Não tem,living,,Não
21,Abdullah,0,Armarda du Chapeau de Paille,Não tem,living,,Não
22,Jeet,0,Armarda du Chapeau de Paille,Não tem,living,,Não
23,Léo,0,Armarda du Chapeau de Paille,Fruit de la Couture,living,Captain,Não
24,Kabu,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Scarab-Rhinoceros version",living,,Não
25,Bee Anne,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Wasp version",living,,Não
26,Hajrudin,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
27,Stansen,0,Armarda du Chapeau de Paille,Não tem,living,Carpenter,Não
28,Road,0,Armarda du Chapeau de Paille,Não tem,living,Browser,Não
29,Goldberg,0,Armarda du Chapeau de Paille,Não tem,living,Cook,Não
30,Gerd,0,Armarda du Chapeau de Paille,Não tem,living,Doctor,Não
31,Orlumbus,148000000,Armarda du Chapeau de Paille,Não tem,living,Admiral,Não
32,Baggy / Le Clown,150000000,Baggy's Delivery,Fruit of Fragmentation,living,Chairman,Não
33,Alvida,5000000,Baggy's Delivery,Fruit Glisse-Glisse,living,,Não
34,Galdino,24000000,Baggy's Delivery,Ciro-Fruit,living,,Não
35,Morge,0,Baggy's Delivery,Não tem,living,,Não
36,Cabaji,0,Baggy's Delivery,Não tem,living,,Não
37,Kuro,16000000,The Black Cat crew,Não tem,living,Captain,Não
38,Sham,7000000,The Black Cat crew,Não tem,living,Officer,Não
39,Buchi,7000000,The Black Cat crew,Não tem,living,Officer,Não
40,Krieg / Don Krieg,17000000,Don Krieg's Pirate Armada,Não tem,living,Captain,Não
41,Gyn,12000000,Don Krieg's Pirate Armada,Não tem,living,Vice-Admiral,Não
42,Pearl,0,Don Krieg's Pirate Armada,Não tem,living,Captain (2nd Battalion),Não
43,Montblanc Cricket,25000000,Primate League,Não tem,living,Commander-in-Chief,Não
44,Masira,23000000,Primate League,Não tem,living,,Não
45,Shojo,36000000,Primate League,Não tem,living,,Não
46,Foxy,24000000,The Foxy crew,Ramollo fruit,living,Captain,Não
47,Porché,0,The Foxy crew,Não tem,living,Fighter,Não
48,Hamburg,0,The Foxy crew,Não tem,living,Fighter,Não
49,Gecko Moria,320000000,Thriller Bark,Fruit of the Shadow,living,Captain,Não
50,Hogback,0,Thriller Bark,Não tem,living,Mysterious Four,Não
51,Absalom,0,Thriller Bark,Fruit of Invisibility,Morto,Mysterious Four,Não
52,Perona,0,Thriller Bark,Fruit of Ectoplasm,living,Mysterious Four,Não
53,Laura,24000000,The crew of the Rolling,Não tem,living,Captain,Não
54,Trafalgar D. Water Law,500000000,The Hearth crew,Fruit of the Scalpel,living,Captain,Não
55,Bepo,500,The Hearth crew,Não tem,living,Browser,Não
56,Jean Bart,0,The Hearth crew,Não tem,living,,Não
57,Shachi,0,The Hearth crew,Não tem,living,,Não
58,Pingouin,0,The Hearth crew,Não tem,living,,Não
59,Eustass Kidd,470000000,The Kid crew,Magnéto-Fruit,living,Captain,Não
60,Killer,200000000,The Kid crew,Não tem,living,Fighter,Não
61,Heat,0,The Kid crew,Não tem,living,Fighter,Não
62,Wire,0,The Kid crew,Não tem,living,Captain,Não
63,Capone Bege,350000000,The Fire Tank crew,Fruit du Château,living,Captain,Não
64,Vito,95000000,The Fire Tank crew,Não tem,living,Advisor,Não
65,Gotti,90000000,The Fire Tank crew,Não tem,living,Assassin,Não
66,Charlotte Chiffon,0,The Fire Tank crew,Não tem,living,,Não
67,Charlotte Pets,0,The Fire Tank crew,Não tem,living,,Não
68,Jewelry Bonney,140000000,The Fire Tank crew,Não tem,living,Captain,Não
69,Urouge,108000000,The crew of Les Moines Dépravés,Não tem,living,Captain,Não
70,Boa Hancock,80000000,The Kuja Pirates crew,Passion fruit,living,Captain,Não
71,Boa Sandersonia,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Anaconda version",living,,Não
72,Boa Marigold,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Cobra Royal version",living,,Não
73,Margaret,0,The Kuja Pirates crew,Não tem,living,,Não
74,Shiki,0,The crew of the Lion d'Or,Floating Fruit,living,Admiral,Não
75,Indigo,0,The crew of the Lion d'Or,Não tem,living,,Não
76,Caribou,210000000,The Caribou crew,Fruit du Marais,living,Co-Captain,Não
77,Coribou,190000000,The Caribou crew,Não tem,living,Co-Captain,Não
78,Ficher Tiger,230000000,The Sun Pirates crew,Não tem,Morto,Captain,Não
79,Aladdin,0,The Sun Pirates crew,Não tem,living,Vice-Captain,Não
80,Charlotte Praliné,0,The Sun Pirates crew,Não tem,living,,Não
81,Dracule Mihawk,0,Sem tripulação,Não tem,living,,Não
82,Crocodile,81000000,Sem tripulação,Não tem,living,,Não
83,Das Bones,75000000,Sem tripulação,Não tem,living,,Não
84,Edward Weeble,480000000,Sem tripulação,Não tem,living,,Não
85,Shanks,4048900000,Le Roux crew,Não tem,living,Captain,Sim
86,Ben Beckmann,0,Le Roux crew,Não tem,living,Vice-Captain,Sim
87,Lucky Roo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
88,Yassop,0,Le Roux crew,Não tem,living,Lieutenant,Sim
89,Limejuice,0,Le Roux crew,Não tem,living,Lieutenant,Sim
90,Bonk Punch,0,Le Roux crew,Não tem,living,Lieutenant,Sim
91,Monster,0,Le Roux crew,Não tem,living,Lieutenant,Sim
92,Building Snake,0,Le Roux crew,Não tem,living,Lieutenant,Sim
93,Hongo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
94,Howling Dab,0,Le Roux crew,Não tem,living,Lieutenant,Sim
95,Rockstar,94000000,Le Roux crew,Não tem,living,,Sim
96,Charlotte Linlin / Big Mom,4388000000,Big Mom's crew,Fruit of Souls,living,Captain,Sim
97,Charlotte Dent-de-chien,1057000000,Big Mom's crew,Glutinous Rice Fruit,living,General Sucré,Sim
98,Charlotte Smoothie,932000000,Big Mom's crew,Horse Fruit,living,General Sucré,Sim
99,Charlotte Cracker,860000000,Big Mom's crew,Cookie Fruit,living,General Sucré,Sim
100,Charlotte Slurp,700000000,Big Mom's crew,Fruit de la Léchouille,living,Lieutenant,Sim
101,Charlotte Daifuku,300000000,Big Mom's crew,Fruit of the Lamp,living,Lieutenant,Sim
102,Charlotte Oven,300000000,Big Mom's crew,Fruit of Heat,living,Lieutenant,Sim
103,Charlotte Amande,0,Big Mom's crew,Não tem,living,Lieutenant,Sim
104,Charlotte Opéra,0,Big Mom's crew,Fruit de la Crème,living,Lieutenant,Sim
105,Charlotte Brûlée,0,Big Mom's crew,Fruit of the Mirror,living,Lieutenant,Sim
106,Charlotte Mont d’Or,120000000,Big Mom's crew,Fruit of the Book,living,Lieutenant,Sim
107,Charlotte Galette,0,Big Mom's crew,Butter Fruit,living,Lieutenant,Sim
108,Charlotte Snack,600000000,Big Mom's crew,Não tem,living,Lieutenant,Sim
109,Charlotte Pudding,0,Big Mom's crew,Fruit of Memories,living,Lieutenant,Sim
110,Charlotte Flampée,0,Big Mom's crew,Não tem,living,Lieutenant,Sim
111,Charlotte Compote,0,Big Mom's crew,Não tem,living,Officer,Sim
112,Charlotte Mondé,0,Big Mom's crew,Não tem,living,Officer,Sim
113,Charlotte Hachée,0,Big Mom's crew,Não tem,living,Officer,Sim
114,Charlotte Effilée,0,Big Mom's crew,Não tem,living,Officer,Sim
115,Charlotte Counter,0,Big Mom's crew,Não tem,living,Officer,Sim
116,Charlotte Cadenza,0,Big Mom's crew,Não tem,living,Officer,Sim
117,Charlotte Cabaletta,0,Big Mom's crew,Não tem,living,Officer,Sim
118,Charlotte Gala,0,Big Mom's crew,Não tem,living,Officer,Sim
119,Charlotte Angel,0,Big Mom's crew,Não tem,living,Officer,Sim
120,Charlotte Crème,0,Big Mom's crew,Não tem,living,Officer,Sim
121,Charlotte Zuccoto,0,Big Mom's crew,Não tem,living,Officer,Sim
122,Charlotte Broyée,0,Big Mom's crew,Não tem,living,Officer,Sim
123,Charlotte Nusstorte,0,Big Mom's crew,Não tem,living,Officer,Sim
124,Charlotte Basskarte,0,Big Mom's crew,Não tem,living,Officer,Sim
125,Charlotte Dosmarché,0,Big Mom's crew,Não tem,living,Officer,Sim
126,Charlotte Noisette,0,Big Mom's crew,Não tem,living,Officer,Sim
127,Charlotte Moscato,0,Big Mom's crew,Não tem,living,Officer,Sim
128,Charlotte Mash,0,Big Mom's crew,Não tem,living,Officer,Sim
129,Charlotte Corn Starch,0,Big Mom's crew,Não tem,living,Officer,Sim
130,Charlotte Compo,0,Big Mom's crew,Não tem,living,Officer,Sim
131,Charlotte Laurin,0,Big Mom's crew,Não tem,living,Officer,Sim
132,Charlotte Mozart,0,Big Mom's crew,Não tem,living,Officer,Sim
133,Charlotte Marnier,0,Big Mom's crew,Não tem,living,Officer,Sim
134,Charlotte High-Fat,0,Big Mom's crew,Não tem,living,Officer,Sim
135,Charlotte Tablet,0,Big Mom's crew,Não tem,living,Officer,Sim
136,Charlotte Citron,0,Big Mom's crew,Não tem,living,Officer,Sim
137,Charlotte Cannelle,0,Big Mom's crew,Não tem,living,Officer,Sim
138,Charlotte Saint-Marc,0,Big Mom's crew,Não tem,living,Officer,Sim
139,Charlotte Basans,0,Big Mom's crew,Não tem,living,Officer,Sim
140,Charlotte Mélisée,0,Big Mom's crew,Não tem,living,Officer,Sim
141,Charlotte Dacquoise,0,Big Mom's crew,Não tem,living,Officer,Sim
142,Charlotte Poire,0,Big Mom's crew,Não tem,living,Officer,Sim
143,Charlotte Bavarois,0,Big Mom's crew,Não tem,living,Officer,Sim
144,Charlotte Prim,0,Big Mom's crew,Não tem,living,Officer,Sim
145,Charlotte Kanten,0,Big Mom's crew,Não tem,living,Officer,Sim
146,Charlotte Kato,0,Big Mom's crew,Não tem,living,Officer,Sim
147,Charlotte Montb,0,Big Mom's crew,Não tem,living,Officer,Sim
148,Charlotte Chiboust,0,Big Mom's crew,Não tem,living,Officer,Sim
149,Charlotte Mobile,0,Big Mom's crew,Não tem,living,Officer,Sim
150,Charlotte Marble,0,Big Mom's crew,Não tem,living,Officer,Sim
151,Charlotte Mucre,0,Big Mom's crew,Não tem,living,Officer,Sim
152,Charlotte Mapple,0,Big Mom's crew,Não tem,living,Officer,Sim
153,Charlotte Brownie,0,Big Mom's crew,Não tem,living,Officer,Sim
154,Charlotte Joconde,0,Big Mom's crew,Não tem,living,Officer,Sim
155,Charlotte Raisin,0,Big Mom's crew,Não tem,living,Officer,Sim
156,Charlotte Panna,0,Big Mom's crew,Não tem,living,Officer,Sim
157,Charlotte Mascarpone,0,Big Mom's crew,Não tem,living,Officer,Sim
158,Charlotte Joscarpone,0,Big Mom's crew,Não tem,living,Officer,Sim
159,Charlotte Yu Yuan,0,Big Mom's crew,Não tem,living,Officer,Sim
160,Charlotte Newichi,0,Big Mom's crew,Não tem,living,Officer,Sim
161,Charlotte Newji,0,Big Mom's crew,Não tem,living,Officer,Sim
162,Charlotte Newsan,0,Big Mom's crew,Não tem,living,Officer,Sim
163,Charlotte Newshi,0,Big Mom's crew,Fruit of the Mix,living,Officer,Sim
164,Charlotte Newgo,0,Big Mom's crew,Não tem,living,Officer,Sim
165,Charlotte Muscade,0,Big Mom's crew,Não tem,living,Officer,Sim
166,Charlotte Muscadia,0,Big Mom's crew,Não tem,living,Officer,Sim
167,Charlotte Muscadelle,0,Big Mom's crew,Não tem,living,Officer,Sim
168,Charlotte Muscadine,0,Big Mom's crew,Não tem,living,Officer,Sim
169,Charlotte Muscadette,0,Big Mom's crew,Não tem,living,Officer,Sim
170,Charlotte Nougat,0,Big Mom's crew,Não tem,living,Officer,Sim
171,Charlotte Anglais,0,Big Mom's crew,Não tem,living,Officer,Sim
172,Charlotte Wafers,0,Big Mom's crew,Não tem,living,Officer,Sim
173,Charlotte Wiro,0,Big Mom's crew,Não tem,living,Officer,Sim
174,Charlotte De-Chat,0,Big Mom's crew,Não tem,living,Officer,Sim
175,Charlotte Normande,0,Big Mom's crew,Não tem,living,Officer,Sim
176,Charlotte Dolce,0,Big Mom's crew,Não tem,living,Officer,Sim
177,Charlotte Dragée,0,Big Mom's crew,Não tem,living,Officer,Sim
178,Charlotte Anana,0,Big Mom's crew,Não tem,living,Officer,Sim
179,Pekoms,330000000,Big Mom's crew,Turtle Fruit,living,Fighter,Sim
180,Delœuf,429000000,Big Mom's crew,Fruit of the Egg,living,Fighter,Sim
181,Boddin,155000000,Big Mom's crew,Não tem,living,Fighter,Sim
182,Streusen,0,Big Mom's crew,Fruit of the Cook,living,Cook,Sim
183,Prométhée,0,Big Mom's crew,Não tem,living,Homie,Sim
184,Napoléon,0,Big Mom's crew,Não tem,living,Homie,Sim
185,Héra,0,Big Mom's crew,Não tem,living,Homie,Sim
186,Kingbaum,0,Big Mom's crew,Não tem,Morto,Homie,Sim
187,Kaido,4611100000,The Hundred Beasts crew,"Fruit of the Fish, Azure Dragon version",living,Captain,Sim
188,King,1390000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pteranodon version",living,Superstar,Sim
189,Queen,1320000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Brachiosaurus version",living,Superstar,Sim
190,Jack,1000000000,The Hundred Beasts crew,"Fruit of the Pachyderm, Mammoth version",living,Superstar,Sim
191,Page One,290000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Spinosaurus version",living,Tobi Roppo,Sim
192,Ulti,400000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pachycephalosaurus version",living,Tobi Roppo,Sim
193,Who’s Who,546000000,The Hundred Beasts crew,"Fruit du Félin, saber-toothed tiger version",living,Tobi Roppo,Sim
194,Black Maria,480000000,The Hundred Beasts crew,"Spider fruit, Rosamygale grauvogeli version",living,Tobi Roppo,Sim
195,Sasaki,472000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Triceratops version",living,Tobi Roppo,Sim
196,Sheep’s Head,0,The Hundred Beasts crew,Sheep SMILE,living,Vedette,Sim
197,Basil Hawkins,320000000,The Hundred Beasts crew,Fruit de la Paille,living,Vedette,Sim
198,Holdem,0,The Hundred Beasts crew,Lion SMILE,living,Vedette,Sim
199,Speed,0,The Hundred Beasts crew,Horse SMILE,living,Vedette,Sim
200,Trouduc,0,The Hundred Beasts crew,SMILE of the scorpion,living,Vedette,Sim
201,Pouilleux,0,The Hundred Beasts crew,SMILE of the elephant,living,Vedette,Sim
202,Solitaire,0,The Hundred Beasts crew,Monkey SMILE,living,Vedette,Sim
203,Bao Huang,0,The Hundred Beasts crew,Flying Squirrel SMILE,living,Vedette,Sim
204,Ginrummy,0,The Hundred Beasts crew,Não tem,living,Vedette,Sim
205,Plouf,0,The Hundred Beasts crew,Hippopotamus SMILE,living,Vedette,Sim
206,Briscola,0,The Hundred Beasts crew,Gorilla SMILE,living,Vedette,Sim
207,Fourtricks,0,The Hundred Beasts crew,SMILE du coq,living,Vedette,Sim
208,Hamlet,0,The Hundred Beasts crew,Giraffe SMILE,living,Vedette,Sim
209,Mizerka,0,The Hundred Beasts crew,Gorilla SMILE,living,Vedette,Sim
210,Poker,0,The Hundred Beasts crew,Rattlesnake SMILE,living,Vedette,Sim
211,Batman,0,The Hundred Beasts crew,Bat SMILE,living,Gifters,Sim
212,Gazelleman,0,The Hundred Beasts crew,SMILE de gazelle,living,Gifters,Sim
213,Mouseman,0,The Hundred Beasts crew,Mouse SMILE,living,Gifters,Sim
214,Snakeman,0,The Hundred Beasts crew,SMILE of snake,living,Gifters,Sim
215,Rabitman,0,The Hundred Beasts crew,Rabbit SMILE,living,Gifters,Sim
216,Sarehebi,0,The Hundred Beasts crew,SMILE of snake,living,Gifters,Sim
217,Alpagaman,0,The Hundred Beasts crew,SMILE from alpaca,living,Gifters,Sim
218,Tatouman,0,The Hundred Beasts crew,Armadillo SMILE,living,Gifters,Sim
219,Dachoman,0,The Hundred Beasts crew,Ostrich SMILE,living,Gifters,Sim
220,Tenjo-Sagari,0,The Hundred Beasts crew,SMILE of the white snake,living,Gifters,Sim
221,Caimanlady,0,The Hundred Beasts crew,Caiman SMILE,living,Gifters,Sim
222,Nuré-Onna,0,The Hundred Beasts crew,SMILE of the scorpion,living,Gifters,Sim
223,Wa-Nyudo,0,The Hundred Beasts crew,Pug SMILE,living,Gifters,Sim
224,Inbi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
225,Fuga,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
226,Zanki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
227,Jaki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
228,Goki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
229,Rokki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
230,Nangi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
231,Hacha,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
232,Kunyun,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
233,Juki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim
234,Fukurokuju,0,The Hundred Beasts crew,Não tem,living,,Sim
235,Daikoku,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
236,Hanzo,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
237,Sarutobi,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
238,Kazekage,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
239,Jigoku Benten,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
240,Fujin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
241,Raijin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
242,Bishamon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
243,Tohomé,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
244,Yazaémon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
245,Hotei,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim
246,Scratchmen Apoo,0,The Hundred Beasts crew,Fruit of the Sound,living,Informer,Sim
247,Marchall D. Teach / Barbe Noire,2247600000,Blackbeard's crew,Fruit of Darkness,living,Pirate,Sim
248,Jesus Burgess,20000000,Blackbeard's crew,Fruit of strength,living,Admiral ship's captain,Sim
249,Shiliew,0,Blackbeard's crew,Fruit of Invisibility,living,Commander 2nd Ship,Sim
250,Van Auger,64000000,Blackbeard's crew,Fruit of teleportation,living,Commander 3rd Ship,Sim
251,Avalo Pizarro,0,Blackbeard's crew,Island fruit,living,Commander 4th Ship,Sim
252,Lafitte,42200000,Blackbeard's crew,Não tem,living,Commander 5th Ship,Sim
253,Catarina Devon,0,Blackbeard's crew,"Fruit of the Canidae, Nine-tailed Fox version",living,Commander 6th Ship,Sim
254,Sanjuan Wolf,0,Blackbeard's crew,The fruit of gigantism,living,Commander 7th Ship,Sim
255,Vasco Shot,0,Blackbeard's crew,Fruit of the Gobbledygook,living,Commander 8th Ship,Sim
256,Doc Q,72000000,Blackbeard's crew,Fruit of the disease,living,Commander 9th Ship,Sim
257,Barbe Rose,52000000,Blackbeard's crew,Não tem,living,,Sim
258,Gol D. Roger,5564800000,The Pirates Roger crew,Não tem,Morto,Captain,Sim
259,Silvers Rayleigh,0,The Pirates Roger crew,Não tem,living,Right-hand man,Sim
260,Scopper Gaban,0,The Pirates Roger crew,Não tem,living,Carpenter,Sim
261,Seagull Guns Nozdon,0,The Pirates Roger crew,Não tem,living,,Sim
262,Taro,0,The Pirates Roger crew,Não tem,living,,Sim
263,Dringo,0,The Pirates Roger crew,Não tem,living,,Sim
264,Sanjuan Wolf,0,The Pirates Roger crew,Não tem,living,,Sim
265,Millet Pine,0,The Pirates Roger crew,Não tem,living,,Sim
266,Ganryu,0,The Pirates Roger crew,Não tem,living,,Sim
267,CB Galant,0,The Pirates Roger crew,Não tem,living,,Sim
268,Donquino,0,The Pirates Roger crew,Não tem,living,,Sim
269,Mr Momora,0,The Pirates Roger crew,Não tem,living,,Sim
270,Moon Isaac Jr.,0,The Pirates Roger crew,Não tem,living,,Sim
271,Yui,0,The Pirates Roger crew,Não tem,living,,Sim
272,Rangram,0,The Pirates Roger crew,Não tem,living,,Sim
273,Colonel Mugren,0,The Pirates Roger crew,Não tem,living,,Sim
274,Max Marks,0,The Pirates Roger crew,Não tem,living,,Sim
275,Spencer,0,The Pirates Roger crew,Não tem,living,,Sim
276,Bankro,0,The Pirates Roger crew,Não tem,living,,Sim
277,Blumarine,0,The Pirates Roger crew,Não tem,living,,Sim
278,Elio,0,The Pirates Roger crew,Não tem,living,,Sim
279,Rowing,0,The Pirates Roger crew,Não tem,living,,Sim
280,Jacsonbaner,0,The Pirates Roger crew,Não tem,living,,Sim
281,Yamon,0,The Pirates Roger crew,Não tem,living,,Sim
282,Arlong,20000000,The Arlong crew,Não tem,living,Captain,Não
283,Kuroobi,9000000,The Arlong crew,Não tem,living,Lieutenant,Não
284,Smack,5500000,The Arlong crew,Não tem,living,Lieutenant,Não
285,Yorki,0,The Rumbar crew,Não tem,Morto,Captain,Não
286,Madaisky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não
287,Mawaritovsky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não
288,Sarquiss,38000000,Equipage de Bellamy,Não tem,Morto,,Não
289,Edward Newgate / Barbe Blanche,5046000000,Whitebeard's crew,Fruit of Trembling,Morto,Captain,Sim
290,Portgas D. Ace,550000000,Whitebeard's crew,Pyro-Fruit,Morto,Commander 2nd Ship,Sim
291,Diamond Joz,0,Whitebeard's crew,Sparkling Fruit,living,Commander 3rd Ship,Sim
292,Thatch,0,Whitebeard's crew,Não tem,Morto,Commander 4th Ship,Sim
293,Vista,0,Whitebeard's crew,Não tem,living,Commander 5th Ship,Sim
294,Blamenco,0,Whitebeard's crew,Fruit de la Poche,living,Commander 6th Ship,Sim
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Commander 7th Ship,Sim
296,Blenheim,0,Whitebeard's crew,Não tem,living,Commander 9th Ship,Sim
297,Curiel,0,Whitebeard's crew,Não tem,living,Commander 10th Ship,Sim
298,Kingdew,0,Whitebeard's crew,Não tem,living,Commander 11th Ship,Sim
299,Haruta,0,Whitebeard's crew,Não tem,living,Commander 12th Ship,Sim
300,Atmos,0,Whitebeard's crew,Não tem,living,Commander 13th Ship,Sim
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Commander 14th Ship,Sim
302,Fossa,0,Whitebeard's crew,Não tem,living,Commander 15th Ship,Sim
303,Izou,0,Whitebeard's crew,Não tem,Morto,Commander 16th Ship,Sim
304,Doma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Subordinate,Sim
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Subordinate,Sim
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
310,A.O,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
311,Karma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
312,Elmy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
313,Ramba,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
315,Zodia,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
316,Palms,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
317,Bizarre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
318,Pavlik,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
319,Vitan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
320,Islewan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
321,Epoida,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
322,Kechatch,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
323,Choi,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
324,Arhur,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
325,Hangan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
326,Reforte,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
327,Andre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
328,Ninth,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
329,Blondie,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
331,Amadob,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
332,Baggaley,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
333,Wakkem,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
334,Brew,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
335,Brocca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
336,Rush,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
338,Zucca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
339,Cands,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
340,Kinga,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
341,Colscon,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
342,Agsilly,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
343,Julius,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
344,Happygun,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
345,Sleepy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Subordinate,Sim
